income,race,sex,workclass,marital-status,age,education-num,capital-gain,capital-loss,hours-per-week
<=50K.,White,Female,Gov,Never-married,24,13,0,0,50
>50K.,White,Male,Gov,Married,68,16,0,2377,60
>50K.,White,Male,Gov,Married,53,16,7688,0,50
>50K.,White,Male,Gov,Married,43,10,0,1887,40
<=50K.,Amer-Indian-Eskimo,Female,Gov,Never-married,31,10,0,0,32
<=50K.,Amer-Indian-Eskimo,Female,Gov,Divorced,25,9,0,0,35
>50K.,Black,Male,Gov,Married,52,13,7688,0,40
<=50K.,Black,Female,Gov,Never-married,24,13,0,0,27
<=50K.,White,Female,Gov,Divorced,30,13,0,0,40
<=50K.,White,Male,Gov,Married,31,11,0,0,40
<=50K.,White,Female,Gov,Never-married,26,13,0,0,40
>50K.,Black,Male,Gov,Married,44,14,7688,0,40
>50K.,White,Female,Gov,Divorced,53,14,0,0,35
<=50K.,White,Male,Gov,Married,37,10,0,0,40
<=50K.,White,Female,Gov,Divorced,34,14,0,0,50
<=50K.,White,Female,Gov,Married,41,13,0,1740,20
<=50K.,White,Male,Gov,Never-married,21,10,0,0,40
<=50K.,Amer-Indian-Eskimo,Female,Gov,Never-married,28,9,0,0,35
<=50K.,White,Male,Gov,Married,37,10,0,0,43
>50K.,White,Female,Gov,Married,64,14,0,0,5
>50K.,White,Male,Gov,Married,46,9,0,0,43
<=50K.,Black,Male,Gov,Never-married,28,9,0,1876,40
<=50K.,White,Male,Gov,Married,37,9,0,0,40
<=50K.,Black,Female,Gov,Never-married,37,10,0,0,40
<=50K.,White,Female,Gov,Never-married,40,13,0,0,20
<=50K.,White,Female,Gov,Divorced,40,10,0,0,50
<=50K.,White,Male,Gov,Married,53,12,0,0,40
<=50K.,White,Male,Gov,Never-married,26,10,3325,0,40
<=50K.,White,Male,Gov,Married,54,6,0,0,45
>50K.,White,Male,Gov,Married,32,15,0,0,40
<=50K.,White,Male,Gov,Married,51,13,0,0,45
<=50K.,Black,Female,Gov,Never-married,46,13,0,0,40
>50K.,Asian-Pac-Islander,Male,Gov,Married,26,9,0,0,40
<=50K.,White,Male,Gov,Married,29,14,0,0,35
<=50K.,White,Male,Gov,Never-married,37,10,0,0,40
<=50K.,White,Male,Gov,Never-married,62,9,0,0,40
<=50K.,Black,Female,Gov,Divorced,55,10,0,0,40
>50K.,White,Male,Gov,Married,43,13,0,0,40
<=50K.,Black,Male,Gov,Divorced,51,9,0,0,40
>50K.,Black,Male,Gov,Married,50,9,0,0,40
<=50K.,Black,Male,Gov,Married,30,9,0,0,40
>50K.,White,Male,Gov,Married,54,10,0,0,48
>50K.,White,Male,Gov,Married,51,14,0,0,60
<=50K.,White,Male,Gov,Divorced,26,10,0,0,24
<=50K.,White,Male,Gov,Divorced,50,9,0,1590,40
>50K.,White,Male,Gov,Married,54,9,0,0,40
<=50K.,White,Female,Gov,Divorced,57,10,0,0,40
<=50K.,White,Male,Gov,Never-married,29,9,0,0,20
<=50K.,Black,Male,Gov,Married,53,13,0,0,35
>50K.,White,Male,Gov,Married,32,9,0,0,40
<=50K.,White,Female,Gov,Divorced,46,11,0,0,38
<=50K.,Black,Female,Gov,Never-married,63,13,0,0,21
<=50K.,White,Male,Gov,Never-married,24,13,0,1741,45
<=50K.,White,Male,Gov,Never-married,44,13,0,0,40
>50K.,White,Male,Gov,Married,64,6,0,0,40
<=50K.,White,Male,Gov,Never-married,19,10,0,0,15
<=50K.,Black,Female,Gov,Never-married,54,9,0,0,38
<=50K.,White,Female,Gov,Divorced,59,12,0,0,50
<=50K.,White,Male,Gov,Never-married,35,9,0,0,40
<=50K.,White,Male,Gov,Never-married,29,9,0,0,40
<=50K.,White,Female,Gov,Never-married,38,13,0,0,40
<=50K.,Black,Female,Gov,Divorced,44,9,0,0,40
<=50K.,White,Female,Gov,Divorced,57,9,0,0,40
<=50K.,White,Female,Gov,Divorced,41,10,0,0,40
<=50K.,White,Male,Gov,Never-married,27,14,0,0,52
<=50K.,White,Male,Gov,Married,31,14,0,0,40
>50K.,White,Male,Gov,Married,40,14,0,1902,48
<=50K.,Black,Male,Gov,Married,51,5,0,0,40
>50K.,Amer-Indian-Eskimo,Female,Gov,Divorced,38,10,0,0,40
<=50K.,White,Female,Gov,Never-married,33,13,1055,0,40
<=50K.,White,Male,Gov,Married,65,9,0,0,20
<=50K.,White,Male,Gov,Married,43,9,0,0,40
<=50K.,White,Female,Gov,Never-married,28,10,0,0,38
<=50K.,White,Male,Gov,Divorced,33,9,0,0,40
<=50K.,White,Female,Gov,Divorced,46,10,1506,0,50
<=50K.,White,Male,Gov,Married,22,10,0,0,20
<=50K.,White,Male,Gov,Married,31,10,0,0,35
<=50K.,White,Female,Gov,Divorced,50,9,0,0,49
>50K.,White,Male,Gov,Married,54,9,0,0,40
<=50K.,White,Female,Gov,Never-married,36,13,0,0,35
<=50K.,Asian-Pac-Islander,Male,Gov,Married,51,10,0,0,70
>50K.,White,Female,Gov,Never-married,47,14,0,0,45
<=50K.,Black,Male,Gov,Never-married,51,9,0,0,40
<=50K.,White,Female,Gov,Married,41,10,0,0,25
<=50K.,White,Male,Gov,Never-married,26,13,0,0,40
<=50K.,Black,Male,Gov,Never-married,27,9,0,1980,40
>50K.,White,Female,Gov,Married,39,13,0,0,50
<=50K.,White,Male,Gov,Never-married,28,9,0,0,48
<=50K.,White,Female,Gov,Divorced,52,9,0,0,40
<=50K.,White,Female,Gov,Separated,30,13,0,0,40
<=50K.,White,Female,Gov,Widowed,64,4,0,0,30
>50K.,White,Male,Gov,Married,34,14,0,0,40
>50K.,White,Male,Gov,Married,51,9,0,0,40
<=50K.,White,Male,Gov,Married,41,10,0,0,40
>50K.,White,Male,Gov,Married,46,13,0,0,40
>50K.,White,Male,Gov,Married,33,14,7688,0,50
>50K.,White,Male,Gov,Married,53,16,15024,0,60
<=50K.,White,Male,Gov,Divorced,50,10,0,0,40
<=50K.,White,Female,Gov,Never-married,40,12,0,0,40
<=50K.,White,Male,Gov,Married,43,9,0,0,40
<=50K.,White,Male,Gov,Never-married,17,7,0,0,20
<=50K.,Black,Male,Gov,Separated,53,10,0,0,40
>50K.,White,Female,Gov,Married,48,10,5178,0,40
>50K.,White,Male,Gov,Married,52,16,0,0,40
>50K.,White,Male,Gov,Married,57,14,0,0,50
<=50K.,White,Male,Gov,Divorced,52,10,0,0,40
<=50K.,White,Male,Gov,Married,33,14,0,0,60
<=50K.,Other,Male,Gov,Divorced,31,9,0,0,40
<=50K.,White,Male,Gov,Never-married,37,13,0,0,38
>50K.,White,Male,Gov,Married,53,14,0,0,36
<=50K.,White,Male,Gov,Married,22,10,0,0,25
>50K.,White,Male,Gov,Never-married,39,15,0,0,55
>50K.,White,Female,Gov,Married,37,13,15024,0,50
>50K.,White,Male,Gov,Married,50,13,0,0,40
<=50K.,White,Female,Gov,Divorced,43,13,0,625,40
<=50K.,White,Female,Gov,Divorced,37,13,0,0,50
<=50K.,White,Male,Gov,Never-married,43,9,0,0,40
<=50K.,Asian-Pac-Islander,Male,Gov,Married,57,13,0,0,35
<=50K.,White,Female,Gov,Divorced,63,10,0,0,35
<=50K.,Black,Female,Gov,Never-married,30,13,0,0,40
>50K.,White,Male,Gov,Married,57,14,0,0,50
<=50K.,White,Male,Gov,Never-married,25,9,0,0,40
<=50K.,White,Male,Gov,Married,67,10,0,0,40
<=50K.,White,Male,Gov,Married,32,4,0,0,40
<=50K.,White,Male,Gov,Married,32,14,0,0,50
<=50K.,White,Male,Gov,Married,52,13,0,0,40
<=50K.,Asian-Pac-Islander,Female,Gov,Married,24,14,0,0,10
<=50K.,White,Female,Gov,Married,37,9,0,0,25
<=50K.,Asian-Pac-Islander,Male,Gov,Never-married,32,11,0,0,40
<=50K.,White,Male,Gov,Divorced,25,10,0,0,45
<=50K.,Black,Female,Gov,Divorced,66,6,0,0,40
>50K.,Black,Male,Gov,Never-married,30,13,14084,0,45
<=50K.,White,Male,Gov,Married,35,10,0,0,40
>50K.,Black,Female,Gov,Married,37,12,99999,0,40
<=50K.,White,Male,Gov,Married,33,11,0,0,60
>50K.,White,Male,Gov,Married,38,13,0,0,50
<=50K.,Black,Female,Gov,Never-married,40,16,0,0,40
<=50K.,Black,Male,Gov,Never-married,27,12,0,0,40
<=50K.,White,Male,Gov,Never-married,51,14,0,0,40
<=50K.,White,Male,Gov,Married,32,9,0,0,40
<=50K.,White,Male,Gov,Married,45,11,3908,0,40
<=50K.,White,Male,Gov,Divorced,32,9,0,0,40
<=50K.,Black,Female,Gov,Never-married,38,9,114,0,38
<=50K.,White,Female,Gov,Never-married,22,13,0,0,43
<=50K.,White,Female,Gov,Divorced,55,9,0,0,38
<=50K.,Black,Male,Gov,Never-married,25,10,0,0,40
<=50K.,White,Female,Gov,Never-married,33,9,0,0,40
>50K.,White,Male,Gov,Married,30,14,0,1887,45
<=50K.,Black,Female,Gov,Divorced,62,13,0,0,40
<=50K.,White,Male,Gov,Married,37,10,0,0,40
>50K.,White,Male,Gov,Married,32,13,0,0,40
>50K.,White,Male,Gov,Divorced,31,13,0,0,50
>50K.,Asian-Pac-Islander,Male,Gov,Married,40,14,0,1902,40
<=50K.,White,Female,Gov,Never-married,26,10,0,0,40
<=50K.,White,Male,Gov,Married,34,9,0,0,50
>50K.,White,Female,Gov,Divorced,66,10,7896,0,40
<=50K.,White,Male,Gov,Married,41,9,0,0,40
<=50K.,Asian-Pac-Islander,Male,Gov,Never-married,36,9,0,0,40
<=50K.,White,Male,Gov,Never-married,59,13,0,0,38
>50K.,White,Female,Gov,Never-married,51,16,0,1564,70
>50K.,White,Male,Gov,Divorced,42,7,7430,0,50
>50K.,White,Male,Gov,Married,49,13,0,0,40
<=50K.,White,Female,Gov,Married,31,12,0,0,35
>50K.,White,Male,Gov,Divorced,57,10,0,0,48
<=50K.,Black,Female,Gov,Divorced,68,10,2346,0,40
<=50K.,White,Male,Gov,Married,37,10,0,0,40
<=50K.,White,Male,Gov,Married,36,9,0,0,40
<=50K.,White,Male,Gov,Married,43,10,0,0,40
<=50K.,Black,Female,Gov,Separated,41,13,0,0,40
<=50K.,White,Male,Gov,Married,41,11,0,0,40
>50K.,White,Male,Gov,Married,32,13,0,1887,45
>50K.,White,Male,Gov,Married,49,14,0,0,50
<=50K.,White,Male,Gov,Never-married,25,13,0,0,40
<=50K.,Black,Female,Gov,Divorced,47,10,0,0,40
<=50K.,Black,Male,Gov,Divorced,42,12,0,0,40
<=50K.,Black,Female,Gov,Never-married,33,12,0,0,40
<=50K.,White,Male,Gov,Never-married,44,14,0,1876,42
<=50K.,White,Male,Gov,Never-married,45,13,0,0,40
>50K.,White,Male,Gov,Married,44,11,0,0,40
<=50K.,White,Female,Gov,Widowed,55,14,914,0,50
<=50K.,White,Male,Gov,Never-married,30,10,0,0,40
>50K.,White,Male,Gov,Divorced,48,14,0,0,40
<=50K.,White,Male,Gov,Never-married,34,5,0,0,40
<=50K.,Black,Female,Gov,Separated,31,12,0,0,40
>50K.,Black,Male,Gov,Married,47,9,0,0,40
<=50K.,White,Female,Gov,Widowed,46,7,0,0,40
<=50K.,White,Female,Gov,Married,28,9,0,0,40
<=50K.,White,Male,Gov,Married,38,10,0,0,44
<=50K.,Amer-Indian-Eskimo,Female,Gov,Divorced,60,10,0,0,40
<=50K.,White,Male,Gov,Married,65,9,0,0,8
<=50K.,White,Female,Gov,Never-married,17,7,0,0,20
<=50K.,White,Male,Gov,Married,46,9,0,0,40
<=50K.,White,Female,Gov,Never-married,19,8,0,0,30
<=50K.,White,Male,Gov,Married,47,13,0,0,40
<=50K.,White,Female,Gov,Never-married,58,10,0,0,55
<=50K.,White,Female,Gov,Never-married,23,11,0,0,40
<=50K.,Asian-Pac-Islander,Male,Gov,Never-married,33,14,0,0,30
>50K.,White,Male,Gov,Married,48,14,0,0,40
<=50K.,White,Female,Gov,Divorced,44,10,0,0,25
<=50K.,White,Male,Gov,Never-married,33,10,0,0,50
<=50K.,White,Male,Gov,Married,45,9,0,1672,40
>50K.,White,Male,Gov,Married,59,13,0,0,40
>50K.,Black,Female,Gov,Married,33,10,0,0,40
<=50K.,White,Male,Gov,Married,44,10,0,0,40
<=50K.,White,Female,Gov,Never-married,53,10,0,0,40
<=50K.,White,Female,Gov,Divorced,44,13,0,0,40
>50K.,White,Male,Gov,Married,57,13,0,1902,40
<=50K.,White,Male,Gov,Never-married,22,10,0,0,10
<=50K.,White,Male,Gov,Married,26,10,0,0,40
<=50K.,White,Male,Gov,Never-married,32,10,0,0,40
<=50K.,Black,Female,Gov,Never-married,32,9,0,0,32
<=50K.,White,Female,Gov,Married,24,10,0,0,45
<=50K.,Black,Female,Gov,Widowed,65,9,0,0,25
>50K.,White,Male,Gov,Married,46,10,0,0,40
>50K.,White,Male,Gov,Married,47,14,0,0,47
<=50K.,White,Female,Gov,Widowed,59,9,0,0,40
<=50K.,Black,Female,Gov,Divorced,39,9,0,0,40
<=50K.,White,Female,Gov,Married,28,14,0,1902,55
<=50K.,Amer-Indian-Eskimo,Female,Gov,Widowed,55,11,0,0,38
<=50K.,White,Female,Gov,Married,47,10,0,0,30
<=50K.,White,Female,Gov,Widowed,57,9,0,0,40
<=50K.,White,Male,Gov,Never-married,41,10,0,0,40
<=50K.,Black,Male,Gov,Married,40,11,0,0,30
>50K.,White,Female,Gov,Married,42,13,0,0,45
<=50K.,White,Male,Gov,Married,32,9,0,0,41
>50K.,White,Male,Gov,Married,41,9,5178,0,40
>50K.,White,Male,Gov,Married,49,10,7298,0,40
<=50K.,Black,Female,Gov,Divorced,41,9,0,0,38
>50K.,White,Female,Gov,Married,49,14,0,0,50
<=50K.,White,Male,Gov,Divorced,43,15,0,0,50
<=50K.,White,Female,Gov,Divorced,43,10,0,0,40
>50K.,Asian-Pac-Islander,Male,Gov,Married,40,16,0,0,40
>50K.,White,Male,Gov,Never-married,43,13,0,0,40
>50K.,White,Male,Gov,Married,41,15,0,2415,45
>50K.,White,Male,Gov,Married,54,10,0,0,40
>50K.,Black,Female,Gov,Married,50,9,0,0,40
<=50K.,White,Male,Gov,Married,20,10,0,0,20
<=50K.,White,Male,Gov,Divorced,57,4,0,0,40
>50K.,White,Male,Gov,Married,39,13,0,1887,60
<=50K.,White,Male,Gov,Married,35,10,0,0,80
<=50K.,White,Male,Gov,Divorced,48,13,0,0,45
>50K.,White,Female,Gov,Married,36,14,0,0,40
<=50K.,Black,Male,Gov,Never-married,30,12,0,0,40
<=50K.,White,Female,Gov,Never-married,27,13,0,0,40
<=50K.,White,Female,Gov,Never-married,22,13,0,0,12
<=50K.,White,Male,Gov,Married,39,10,0,0,40
<=50K.,White,Male,Gov,Divorced,42,14,0,2001,60
<=50K.,White,Male,Gov,Married,39,9,0,0,56
>50K.,White,Male,Gov,Married,45,13,0,0,45
<=50K.,White,Male,Gov,Married,34,9,0,0,45
<=50K.,White,Male,Gov,Never-married,19,9,0,0,40
<=50K.,White,Male,Gov,Married,49,3,0,0,40
>50K.,White,Male,Gov,Married,90,14,20051,0,60
<=50K.,Black,Female,Gov,Never-married,31,13,0,0,40
<=50K.,White,Male,Gov,Married,23,9,0,0,40
<=50K.,White,Female,Gov,Never-married,29,11,0,1590,64
<=50K.,White,Male,Gov,Married,43,13,0,0,40
<=50K.,White,Female,Gov,Married,26,14,0,0,40
<=50K.,White,Female,Gov,Widowed,71,14,0,0,40
<=50K.,White,Female,Gov,Divorced,50,9,0,0,40
<=50K.,Black,Female,Gov,Divorced,33,10,0,0,40
<=50K.,White,Male,Gov,Married,29,14,0,0,36
<=50K.,White,Female,Gov,Divorced,56,9,0,0,40
>50K.,White,Male,Gov,Married,45,10,7688,0,40
<=50K.,White,Female,Gov,Married,54,9,0,0,35
<=50K.,White,Male,Gov,Never-married,19,10,0,0,25
>50K.,White,Male,Gov,Married,53,14,0,0,40
<=50K.,White,Male,Gov,Married,32,12,0,0,35
>50K.,White,Female,Gov,Never-married,33,13,0,0,50
<=50K.,White,Female,Gov,Never-married,21,10,0,0,12
>50K.,White,Male,Gov,Married,39,13,0,0,35
<=50K.,White,Female,Gov,Divorced,43,13,0,0,39
>50K.,Black,Female,Gov,Married,34,14,0,0,40
>50K.,White,Female,Gov,Divorced,42,16,8614,0,60
<=50K.,Black,Male,Gov,Married,54,10,0,0,30
>50K.,White,Male,Gov,Married,44,14,0,0,60
>50K.,White,Male,Gov,Married,34,14,7688,0,38
<=50K.,White,Male,Gov,Divorced,33,12,0,0,56
<=50K.,White,Male,Gov,Never-married,21,10,0,0,40
<=50K.,White,Male,Gov,Married,51,14,0,0,45
<=50K.,Black,Male,Gov,Separated,51,9,0,0,40
<=50K.,White,Male,Gov,Married,38,10,0,0,72
>50K.,White,Male,Gov,Married,34,13,0,0,55
<=50K.,Black,Female,Gov,Separated,55,11,0,0,35
>50K.,White,Male,Gov,Married,39,11,0,0,48
>50K.,White,Male,Gov,Married,53,16,0,0,50
<=50K.,White,Female,Gov,Divorced,35,10,0,0,40
<=50K.,White,Male,Gov,Divorced,47,10,0,0,20
<=50K.,White,Male,Gov,Divorced,46,10,0,0,40
<=50K.,White,Male,Gov,Divorced,45,14,0,0,50
<=50K.,White,Male,Gov,Never-married,37,13,0,0,40
>50K.,Other,Male,Gov,Divorced,53,9,0,0,40
<=50K.,White,Female,Gov,Divorced,38,13,0,0,40
<=50K.,White,Female,Gov,Widowed,69,10,0,810,38
>50K.,White,Male,Gov,Married,31,10,15024,0,56
<=50K.,White,Male,Gov,Married,44,14,0,0,35
>50K.,White,Male,Gov,Married,37,16,0,0,72
>50K.,White,Male,Gov,Married,47,10,0,0,40
<=50K.,White,Female,Gov,Never-married,19,10,0,0,40
>50K.,White,Male,Gov,Married,46,15,0,0,40
<=50K.,White,Female,Gov,Married,32,9,4064,0,22
<=50K.,Black,Female,Gov,Never-married,49,10,0,0,40
<=50K.,Black,Female,Gov,Widowed,58,12,0,0,40
<=50K.,White,Female,Gov,Never-married,26,10,0,0,40
<=50K.,White,Female,Gov,Divorced,52,9,0,0,40
>50K.,White,Male,Gov,Married,43,9,0,0,40
>50K.,White,Male,Gov,Married,47,13,0,0,45
>50K.,White,Male,Gov,Married,34,13,0,0,38
<=50K.,Black,Female,Gov,Never-married,41,4,0,0,40
<=50K.,White,Male,Gov,Never-married,32,9,0,0,50
<=50K.,White,Male,Gov,Never-married,64,5,0,0,40
<=50K.,White,Male,Gov,Married,30,12,5013,0,45
>50K.,White,Male,Gov,Married,33,13,0,0,42
<=50K.,White,Female,Gov,Married,24,10,0,0,44
<=50K.,Black,Male,Gov,Never-married,20,9,0,0,40
<=50K.,White,Male,Gov,Married,34,10,0,1740,40
<=50K.,White,Male,Gov,Separated,38,10,0,0,40
<=50K.,White,Male,Gov,Divorced,44,9,0,0,25
<=50K.,White,Male,Gov,Married,79,7,0,0,7
<=50K.,Black,Male,Gov,Married,51,9,0,0,60
<=50K.,White,Male,Gov,Married,25,10,0,0,40
<=50K.,White,Male,Gov,Never-married,27,11,0,0,43
<=50K.,White,Male,Gov,Divorced,33,12,0,0,40
<=50K.,White,Male,Gov,Never-married,26,13,0,0,40
>50K.,Black,Male,Gov,Married,47,10,7688,0,50
<=50K.,White,Male,Gov,Married,58,5,0,0,40
<=50K.,White,Male,Gov,Never-married,19,10,0,0,10
>50K.,White,Male,Gov,Married,25,13,0,1977,40
>50K.,White,Male,Gov,Married,33,10,0,0,40
>50K.,White,Female,Gov,Married,48,14,10520,0,50
>50K.,White,Male,Gov,Married,45,14,7688,0,55
<=50K.,White,Male,Gov,Divorced,46,10,0,0,40
<=50K.,White,Male,Gov,Married,64,13,0,0,40
<=50K.,White,Male,Gov,Married,59,5,0,0,40
>50K.,White,Female,Gov,Married,28,14,0,0,20
<=50K.,Black,Female,Gov,Separated,46,5,0,0,40
<=50K.,White,Male,Gov,Never-married,29,10,0,0,40
>50K.,Amer-Indian-Eskimo,Male,Gov,Married,60,9,0,0,40
<=50K.,White,Male,Gov,Married,32,9,0,0,45
<=50K.,Black,Female,Gov,Separated,39,10,0,0,30
>50K.,White,Male,Gov,Never-married,35,14,8614,0,40
<=50K.,White,Male,Gov,Divorced,33,9,0,0,40
>50K.,White,Female,Gov,Married,52,14,0,0,40
<=50K.,White,Male,Gov,Separated,24,10,0,0,60
<=50K.,White,Male,Gov,Divorced,38,9,0,0,56
<=50K.,White,Male,Gov,Married,52,9,0,2051,40
<=50K.,Black,Female,Gov,Separated,50,10,0,0,28
>50K.,White,Male,Gov,Married,58,14,0,1977,50
<=50K.,White,Female,Gov,Separated,54,9,0,0,38
<=50K.,Black,Male,Gov,Never-married,23,9,0,0,40
<=50K.,White,Female,Gov,Divorced,42,14,0,0,45
<=50K.,White,Male,Gov,Never-married,34,9,0,0,40
>50K.,White,Male,Gov,Married,46,9,0,0,40
>50K.,White,Male,Gov,Married,50,14,7298,0,40
>50K.,White,Male,Gov,Married,44,12,0,0,40
<=50K.,Black,Female,Gov,Never-married,45,9,0,0,40
>50K.,Black,Male,Gov,Married,75,16,0,0,20
<=50K.,White,Male,Gov,Married,61,9,0,0,48
<=50K.,Black,Male,Gov,Married,50,9,0,0,40
>50K.,Amer-Indian-Eskimo,Female,Gov,Married,41,13,0,0,48
>50K.,White,Male,Gov,Separated,33,10,10520,0,40
<=50K.,White,Female,Gov,Never-married,24,13,0,0,40
<=50K.,White,Male,Gov,Never-married,22,13,0,0,8
>50K.,White,Male,Gov,Married,49,10,0,0,40
<=50K.,White,Male,Gov,Never-married,29,14,0,0,40
<=50K.,White,Male,Gov,Never-married,34,10,0,0,40
<=50K.,White,Male,Gov,Married,37,10,0,0,40
>50K.,White,Female,Gov,Never-married,42,14,14084,0,60
<=50K.,White,Female,Gov,Widowed,70,10,0,0,17
<=50K.,White,Female,Gov,Divorced,53,10,4650,0,40
<=50K.,White,Male,Gov,Divorced,39,9,0,0,42
<=50K.,Black,Female,Gov,Never-married,41,14,0,0,40
<=50K.,White,Female,Gov,Never-married,49,14,4650,0,40
>50K.,White,Male,Gov,Married,54,9,0,0,40
<=50K.,White,Male,Gov,Married,57,14,0,0,60
<=50K.,White,Male,Gov,Married,46,9,0,0,40
<=50K.,White,Male,Gov,Married,31,13,0,0,40
<=50K.,Black,Male,Gov,Married,51,12,0,0,40
<=50K.,White,Female,Gov,Never-married,23,13,0,0,20
>50K.,White,Male,Gov,Married,26,12,0,0,45
>50K.,White,Male,Gov,Married,28,14,0,0,50
<=50K.,White,Female,Gov,Divorced,43,13,0,0,55
<=50K.,White,Male,Gov,Married,40,9,0,0,40
<=50K.,White,Male,Gov,Never-married,31,12,0,0,20
<=50K.,Asian-Pac-Islander,Male,Gov,Never-married,26,15,2463,0,50
<=50K.,White,Male,Gov,Married,41,9,0,0,40
<=50K.,Black,Male,Gov,Never-married,23,10,0,0,30
<=50K.,White,Female,Gov,Widowed,66,9,0,0,25
<=50K.,Black,Male,Gov,Separated,33,10,0,0,35
>50K.,White,Female,Gov,Never-married,46,16,0,1564,50
<=50K.,Black,Male,Gov,Never-married,21,8,0,0,25
>50K.,White,Male,Gov,Never-married,52,14,0,0,70
>50K.,White,Male,Gov,Married,47,9,4386,0,40
>50K.,White,Male,Gov,Married,51,9,4386,0,40
>50K.,White,Female,Gov,Married,31,13,0,1902,35
>50K.,White,Male,Gov,Married,39,9,0,1887,40
<=50K.,White,Female,Gov,Never-married,21,10,0,0,14
>50K.,White,Male,Gov,Married,35,13,0,0,40
<=50K.,White,Female,Gov,Separated,51,5,0,0,40
<=50K.,White,Female,Gov,Never-married,25,13,0,0,40
<=50K.,White,Male,Gov,Divorced,39,9,0,1876,40
>50K.,White,Male,Gov,Married,44,14,0,0,40
<=50K.,White,Female,Gov,Divorced,44,13,0,0,60
>50K.,White,Male,Gov,Married,33,13,0,1848,45
<=50K.,White,Female,Gov,Never-married,29,10,0,0,40
<=50K.,White,Male,Gov,Never-married,22,9,0,0,40
<=50K.,White,Female,Gov,Divorced,59,10,0,0,38
>50K.,White,Male,Gov,Married,42,10,0,0,40
>50K.,White,Male,Gov,Married,47,12,0,0,40
<=50K.,White,Male,Gov,Married,47,4,0,0,40
<=50K.,Black,Female,Gov,Divorced,35,10,0,0,40
<=50K.,White,Female,Gov,Divorced,52,10,0,0,40
<=50K.,White,Male,Gov,Married,33,13,0,0,50
>50K.,White,Female,Gov,Never-married,47,13,0,0,50
<=50K.,White,Male,Gov,Never-married,32,10,0,0,38
<=50K.,White,Female,Gov,Divorced,39,14,0,0,40
<=50K.,White,Male,Gov,Never-married,23,8,0,0,40
>50K.,White,Male,Gov,Married,37,14,0,0,40
>50K.,White,Male,Gov,Married,24,10,0,0,72
<=50K.,Black,Female,Gov,Separated,48,12,0,0,40
>50K.,White,Male,Gov,Married,43,14,0,0,40
>50K.,White,Male,Gov,Married,41,14,0,0,40
<=50K.,White,Male,Gov,Separated,52,10,0,0,40
<=50K.,White,Male,Gov,Married,54,13,0,0,38
<=50K.,White,Male,Gov,Married,48,13,0,0,45
<=50K.,White,Male,Gov,Married,46,12,0,0,40
<=50K.,White,Female,Gov,Married,43,12,0,0,30
<=50K.,Amer-Indian-Eskimo,Female,Gov,Never-married,31,10,0,0,25
<=50K.,White,Female,Gov,Separated,37,10,0,0,40
>50K.,White,Male,Gov,Married,46,14,0,0,40
>50K.,White,Male,Gov,Married,47,14,0,0,35
>50K.,Black,Male,Gov,Married,47,12,0,0,40
<=50K.,White,Female,Gov,Married,50,14,0,0,40
<=50K.,White,Female,Gov,Never-married,40,9,0,0,40
<=50K.,White,Female,Gov,Divorced,47,10,0,0,40
<=50K.,White,Male,Gov,Married,29,14,0,0,50
>50K.,White,Male,Gov,Married,55,13,7688,0,38
>50K.,Black,Female,Gov,Married,57,14,0,1977,40
>50K.,White,Male,Gov,Married,58,9,7298,0,40
<=50K.,Black,Male,Gov,Married,45,13,0,0,40
<=50K.,White,Female,Gov,Never-married,35,10,0,0,38
<=50K.,White,Male,Gov,Never-married,26,13,0,0,15
<=50K.,White,Male,Gov,Married,47,12,0,1740,40
<=50K.,White,Male,Gov,Married,28,9,0,0,40
>50K.,White,Male,Gov,Married,44,14,7688,0,50
<=50K.,White,Male,Gov,Divorced,41,13,0,0,40
<=50K.,Amer-Indian-Eskimo,Female,Gov,Divorced,37,10,0,0,20
>50K.,Asian-Pac-Islander,Male,Gov,Married,46,13,0,0,50
<=50K.,White,Female,Gov,Never-married,31,13,0,0,40
<=50K.,White,Male,Gov,Married,58,9,0,0,50
<=50K.,Amer-Indian-Eskimo,Female,Gov,Divorced,42,11,0,0,40
>50K.,White,Female,Gov,Married,38,13,7688,0,40
>50K.,White,Male,Gov,Married,44,14,0,0,40
<=50K.,Black,Female,Gov,Separated,42,9,0,0,40
>50K.,White,Male,Gov,Never-married,34,10,0,0,50
<=50K.,White,Female,Gov,Divorced,52,10,0,0,40
<=50K.,White,Male,Gov,Divorced,36,13,0,1876,44
<=50K.,White,Male,Gov,Married,33,9,0,0,40
<=50K.,Black,Male,Gov,Divorced,42,9,0,0,40
<=50K.,White,Female,Gov,Never-married,20,10,0,0,10
<=50K.,White,Female,Gov,Divorced,41,14,0,0,55
>50K.,White,Male,Gov,Married,37,13,0,1887,40
<=50K.,White,Male,Gov,Married,64,9,3137,0,40
<=50K.,White,Male,Gov,Married,27,10,0,0,60
>50K.,White,Male,Gov,Divorced,39,13,0,0,40
<=50K.,Black,Female,Gov,Married,58,9,0,0,40
<=50K.,White,Female,Gov,Divorced,45,13,0,0,40
<=50K.,Black,Female,Gov,Never-married,36,13,0,0,40
<=50K.,White,Male,Gov,Never-married,22,9,0,0,40
<=50K.,White,Male,Gov,Never-married,37,10,0,0,40
<=50K.,White,Male,Gov,Never-married,35,9,0,0,40
>50K.,Asian-Pac-Islander,Male,Gov,Married,42,15,0,0,72
